uniprot	swissprot	drug_name	act_value	act_type	action_type	source_name	reference	smiles	ChEMBL_Id
P16083	NQO2_HUMAN	imatinib	6.4	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1	CHEMBL941
Q08345	DDR1_HUMAN	imatinib	9.15	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1	CHEMBL941
Q8N2K0	ABD12_HUMAN	orlistat	7.1	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	CHEMBL175247
Q8NCG7	DGLB_HUMAN	orlistat	7.22	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	CHEMBL175247
Q9Y4D2	DGLA_HUMAN	orlistat	8.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	CHEMBL175247
O95870	ABHGA_HUMAN	orlistat	7.52	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	CHEMBL175247
Q13093	PAFA_HUMAN	orlistat	7.3	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	CHEMBL175247
P41252	SYIC_HUMAN	mupirocin	9.1	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL719	[H][C@@]1(C[C@H]2CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]2O)O[C@@]1([H])[C@@H](C)[C@H](C)O	CHEMBL719
Q86TP1	PRUNE_HUMAN	dipyridamole	6.11	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL932	OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO	CHEMBL932
Q9HCR9	PDE11_HUMAN	dipyridamole	6.4	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL932	OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO	CHEMBL932
O75751	S22A3_HUMAN	chlorhexidine	6.39	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL790	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	CHEMBL790
O15245	S22A1_HUMAN	chlorhexidine	6.68	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL790	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	CHEMBL790
O15244	S22A2_HUMAN	chlorhexidine	6.4	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL790	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	CHEMBL790
Q86VL8	S47A2_HUMAN	chlorhexidine	6.3	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL790	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	CHEMBL790
Q96FL8	S47A1_HUMAN	chlorhexidine	6.15	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL790	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	CHEMBL790
P80365	DHI2_HUMAN	acetoxolone	6.7	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL207413	[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O	CHEMBL207413
P50052	AGTR2_HUMAN	telmisartan	9.48	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1017	CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C(O)=O	CHEMBL1017
Q07817	B2CL1_HUMAN	gossypol	6.32	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL51483	CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C	CHEMBL51483
Q07820	MCL1_HUMAN	gossypol	6.74	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL51483	CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C	CHEMBL51483
Q9NYL2	MLTK_HUMAN	nilotinib	7.96	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863	CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F	CHEMBL255863
P42684	ABL2_HUMAN	nilotinib	7.59	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863	CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F	CHEMBL255863
Q16832	DDR2_HUMAN	nilotinib	8.22	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863	CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F	CHEMBL255863
Q08345	DDR1_HUMAN	nilotinib	8.96	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863	CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F	CHEMBL255863
P47898	5HT5A_HUMAN	ergotamine	7.85	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL442	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O	CHEMBL442
P34913	HYES_HUMAN	fulvestrant	7.59	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1358	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]	CHEMBL1358
P11474	ERR1_HUMAN	fulvestrant	8.7	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1358	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]	CHEMBL1358
P08183	MDR1_HUMAN	reserpine	7.0	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL772	[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2	CHEMBL772
Q401N2	ZACN_HUMAN	tubocurarine	5.2	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL339427	[H][C@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC=C(O)C(OC6=CC1=C(CCN2C)C=C6OC)=C5)=CC(OC)=C4O)C=C3	CHEMBL339427
P36544	ACHA7_HUMAN	tubocurarine	5.51	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL339427	[H][C@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC=C(O)C(OC6=CC1=C(CCN2C)C=C6OC)=C5)=CC(OC)=C4O)C=C3	CHEMBL339427
P04745	AMY1_HUMAN	acarbose	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL404271	[H][C@]1(N[C@@H]2[C@@H](C)O[C@H](O[C@]3([H])[C@@H](CO)O[C@H](O[C@]4([H])[C@@H](CO)OC(O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)C=C(CO)[C@@H](O)[C@H](O)[C@H]1O	CHEMBL404271
P25024	CXCR1_HUMAN	itraconazole	7.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL64391	CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1	CHEMBL64391
Q96FL8	S47A1_HUMAN	ritonavir	7.1	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL163	CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1	CHEMBL163
Q15393	SF3B3_HUMAN	tacrolimus	7.96	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL269732	[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC	CHEMBL269732
Q08209	PP2BA_HUMAN	tacrolimus	7.7	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL269732	[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC	CHEMBL269732
Q13451	FKBP5_HUMAN	tacrolimus	7.1	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL269732	[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC	CHEMBL269732
P08183	MDR1_HUMAN	vinblastine	7.0	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL159	[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC	CHEMBL159
P80365	DHI2_HUMAN	glycyrrhizic acid	9.4	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL441687	[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@]2([H])O[C@H]2CC[C@@]3(C)[C@@]([H])(CC[C@]4(C)[C@]3([H])C(=O)C=C3[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@@]43C)C(O)=O)C2(C)C)C(O)=O)O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	CHEMBL441687
Q13822	ENPP2_HUMAN	evans blue	6.08	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1015	CC1=C(C=CC(=C1)C1=CC(C)=C(C=C1)\N=N\C1=C(O)C2=C(N)C(=CC(=C2C=C1)S(O)(=O)=O)S(O)(=O)=O)\N=N\C1=CC=C2C(=CC(=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O	CHEMBL1015
P50052	AGTR2_HUMAN	saralasin	9.82	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL938	CNCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O	CHEMBL938
P06730	IF4E_HUMAN	sirolimus	9.3	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL413	[H][C@@](C)(C[C@]1([H])CC[C@@]([H])(O)[C@@]([H])(C1)OC)[C@]1([H])CC(=O)[C@]([H])(C)\C=C(C)\[C@@]([H])(O)[C@@]([H])(OC)C(=O)[C@]([H])(C)C[C@]([H])(C)\C=C\C=C\C=C(C)\[C@]([H])(C[C@]2([H])CC[C@@]([H])(C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@@]2([H])C(=O)O1)OC	CHEMBL413
Q53EL6	PDCD4_HUMAN	sirolimus	7.3	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL413	[H][C@@](C)(C[C@]1([H])CC[C@@]([H])(O)[C@@]([H])(C1)OC)[C@]1([H])CC(=O)[C@]([H])(C)\C=C(C)\[C@@]([H])(O)[C@@]([H])(OC)C(=O)[C@]([H])(C)C[C@]([H])(C)\C=C\C=C\C=C(C)\[C@]([H])(C[C@]2([H])CC[C@@]([H])(C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@@]2([H])C(=O)O1)OC	CHEMBL413
Q13451	FKBP5_HUMAN	sirolimus	8.52	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL413	[H][C@@](C)(C[C@]1([H])CC[C@@]([H])(O)[C@@]([H])(C1)OC)[C@]1([H])CC(=O)[C@]([H])(C)\C=C(C)\[C@@]([H])(O)[C@@]([H])(OC)C(=O)[C@]([H])(C)C[C@]([H])(C)\C=C\C=C\C=C(C)\[C@]([H])(C[C@]2([H])CC[C@@]([H])(C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@@]2([H])C(=O)O1)OC	CHEMBL413
P29371	NK3R_HUMAN	eledoisin	9.66	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL373569	CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O	CHEMBL373569
Q08209	PP2BA_HUMAN	ciclosporin	8.4	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL160	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
Q08752	PPID_HUMAN	ciclosporin	8.15	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL160	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
P23284	PPIB_HUMAN	ciclosporin	8.01	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL160	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
P68106	FKB1B_HUMAN	ciclosporin	8.22	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL160	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
Q02790	FKBP4_HUMAN	ciclosporin	7.8	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL160	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
Q96EB6	SIR1_HUMAN	suramin	6.52	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL265502	CC1=CC=C(C=C1NC(=O)C1=CC=CC(NC(=O)NC2=CC=CC(=C2)C(=O)NC2=C(C)C=CC(=C2)C(=O)NC2=CC=C(C3=CC(=CC(=C23)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=C1)C(=O)NC1=CC=C(C2=CC(=CC(=C12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O	CHEMBL265502
Q9Y618	NCOR2_HUMAN	vorinostat	8.7	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL98	ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1	CHEMBL98
O75376	NCOR1_HUMAN	vorinostat	7.92	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL98	ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1	CHEMBL98
P34972	CNR2_HUMAN	rimonabant	8.96	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL111	CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1	CHEMBL111
P43235	CATK_HUMAN	boceprevir	7.4	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL218394	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	CHEMBL218394
O60911	CATL2_HUMAN	boceprevir	7.12	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL218394	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	CHEMBL218394
P23946	CMA1_HUMAN	boceprevir	7.49	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL218394	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	CHEMBL218394
P25774	CATS_HUMAN	boceprevir	6.92	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL218394	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	CHEMBL218394
P43235	CATK_HUMAN	telaprevir	6.2	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL231813	[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1	CHEMBL231813
P07858	CATB_HUMAN	telaprevir	6.68	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL231813	[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1	CHEMBL231813
Q9UNI1	CELA1_HUMAN	telaprevir	7.52	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL231813	[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1	CHEMBL231813
P23946	CMA1_HUMAN	telaprevir	7.59	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL231813	[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1	CHEMBL231813
P25774	CATS_HUMAN	telaprevir	6.52	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL231813	[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1	CHEMBL231813
Q12884	SEPR_HUMAN	linagliptin	7.05	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL237500	CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1	CHEMBL237500
O43353	RIPK2_HUMAN	vandetanib	8.34	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24828	COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1	CHEMBL24828
Q08345	DDR1_HUMAN	vandetanib	7.96	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24828	COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1	CHEMBL24828
Q9H2G2	SLK_HUMAN	crizotinib	7.74	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL601719	[H][C@](C)(OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl	CHEMBL601719
Q04912	RON_HUMAN	crizotinib	7.6	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL601719	[H][C@](C)(OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl	CHEMBL601719
Q9Y616	IRAK3_HUMAN	crizotinib	7.51	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL601719	[H][C@](C)(OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl	CHEMBL601719
O15197	EPHB6_HUMAN	crizotinib	8.22	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL601719	[H][C@](C)(OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl	CHEMBL601719
P30530	UFO_HUMAN	crizotinib	8.11	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL601719	[H][C@](C)(OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl	CHEMBL601719
Q12866	MERTK_HUMAN	crizotinib	8.44	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL601719	[H][C@](C)(OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl	CHEMBL601719
P04278	SHBG_HUMAN	hydroxyprogesterone caproate	7.0	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1062	[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL1062
P0DMS8	AA3R_HUMAN	prazosin	9.07	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1	CHEMBL2
P16083	NQO2_HUMAN	prazosin	8.11	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1	CHEMBL2
O00444	PLK4_HUMAN	axitinib	8.38	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1289926	CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1	CHEMBL1289926
Q9UQB9	AURKC_HUMAN	axitinib	8.89	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1289926	CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1	CHEMBL1289926
